word1,word2,party,count
prestations,cas,#00FFFF,5
prestations,rémunératrice,#00FFFF,2
prestations,rapport,#00FFFF,2
prestations,emploi,#00FFFF,2
prestations,veut,#00FFFF,2
prestations,augmenter,#00FFFF,3
prestations,hospitalières,#00FFFF,5
prestations,diminuer,#00FFFF,2
prestations,taux,#00FFFF,3
prestations,mortalité,#00FFFF,2
prestations,faut,#00FFFF,4
prestations,concentrer,#00FFFF,2
prestations,spécialités,#00FFFF,2
prestations,réglé,#00FFFF,2
prestations,trois,#00FFFF,2
prestations,façons,#00FFFF,2
prestations,l'impôt,#00FFFF,2
prestations,impôt,#00FFFF,2
prestations,direct,#00FFFF,2
prestations,tva,#00FFFF,2
prestations,diminution,#00FFFF,4
prestations,avs,#00FFFF,3
prestations,l'augmentation,#00FFFF,2
prestations,l'âge,#00FFFF,2
prestations,retraite,#00FFFF,2
prestations,dernière,#00FFFF,2
prestations,solution,#00FFFF,3
prestations,meilleure,#00FFFF,4
prestations,augmentation,#00FFFF,2
prestations,coût,#00FFFF,2
prestations,travail,#00FFFF,4
prestations,mal,#00FFFF,2
prestations,venue,#00FFFF,2
prestations,conjoncture,#00FFFF,2
prestations,actuelle,#00FFFF,2
prestations,réduction,#00FFFF,3
prestations,moyens,#00FFFF,2
prestations,éviter,#00FFFF,2
prestations,l'effet,#00FFFF,2
prestations,seuil,#00FFFF,2
prestations,redonner,#00FFFF,2
prestations,salarié,#00FFFF,2
prestations,entreprises,#00FFFF,2
prestations,d'une,#00FFFF,2
prestations,complémentaires,#00FFFF,8
prestations,complètent,#00FFFF,4
prestations,rentes,#00FFFF,6
prestations,avslpp,#00FFFF,4
prestations,système,#00FFFF,10
prestations,initiative,#00FFFF,2
prestations,attractives,#00FFFF,2
prestations,collaborateurs,#00FFFF,2
prestations,qu'elles,#00FFFF,2
prestations,tiennent,#00FFFF,2
prestations,fidéliser,#00FFFF,2
prestations,motiver,#00FFFF,2
prestations,prestations,#00FFFF,6
prestations,existent,#00FFFF,3
prestations,insuffisantes,#00FFFF,3
prestations,expansion,#00FFFF,2
prestations,doivent,#00FFFF,3
prestations,nombreuses,#00FFFF,4
prestations,niveau,#00FFFF,3
prestations,seules,#00FFFF,2
prestations,entrant,#00FFFF,2
prestations,critères,#00FFFF,2
prestations,eae,#00FFFF,2
prestations,lamal,#00FFFF,3
prestations,santé,#00FFFF,4
prestations,venir,#00FFFF,4
prestations,qualité,#00FFFF,2
prestations,existe,#00FFFF,2
prestations,toujours,#00FFFF,2
prestations,mieux,#00FFFF,2
prestations,familles,#00FFFF,3
prestations,l'adaptation,#00FFFF,2
prestations,csias,#00FFFF,2
prestations,un,#00FFFF,2
prestations,grand,#00FFFF,2
prestations,financement,#00FFFF,5
prestations,individuel,#00FFFF,2
prestations,médicales,#00FFFF,2
prestations,permet,#00FFFF,2
prestations,sensibilisation,#00FFFF,2
prestations,coûts,#00FFFF,3
prestations,vaccination,#00FFFF,2
prestations,hôpitaux,#00FFFF,5
prestations,forfaits,#00FFFF,3
prestations,formation,#00FFFF,3
prestations,permettre,#00FFFF,2
prestations,mère,#00FFFF,2
prestations,afin,#00FFFF,2
prestations,primes,#00FFFF,2
prestations,avec,#00FFFF,2
prestations,pourront,#00FFFF,2
prestations,comparées,#00FFFF,2
prestations,entraînerait,#008000,2
prestations,importante,#008000,2
prestations,baisse,#008000,7
prestations,rentes,#008000,7
prestations,n'est,#008000,4
prestations,question,#008000,3
prestations,coûts,#008000,4
prestations,qualité,#008000,18
prestations,faut,#008000,4
prestations,suffisant,#008000,2
prestations,fonds,#008000,7
prestations,doivent,#008000,11
prestations,attribués,#008000,6
prestations,façon,#008000,6
prestations,ciblée,#008000,6
prestations,paysannes,#008000,5
prestations,d’intérêt,#008000,4
prestations,général,#008000,6
prestations,telle,#008000,6
prestations,promotion,#008000,6
prestations,biodiversité,#008000,6
prestations,paysage,#008000,6
prestations,mieux,#008000,2
prestations,ttip,#008000,3
prestations,les,#008000,7
prestations,ciblés,#008000,2
prestations,pour,#008000,2
prestations,d'investissement,#008000,2
prestations,d'intérêt,#008000,2
prestations,trouvée,#008000,2
prestations,portefeuille,#008000,2
prestations,fonction,#008000,2
prestations,actuels,#008000,2
prestations,il,#008000,4
prestations,proximité,#008000,3
prestations,s'agit,#008000,3
prestations,trouver,#008000,2
prestations,équilibre,#008000,2
prestations,entre,#008000,3
prestations,prestations,#008000,4
prestations,spécialisées,#008000,2
prestations,demandent,#008000,2
prestations,ressources,#008000,2
prestations,regroupées,#008000,2
prestations,afin,#008000,2
prestations,garantir,#008000,4
prestations,services,#008000,2
prestations,pouvoir,#008000,3
prestations,canton,#008000,2
prestations,famille,#008000,2
prestations,complémentaires,#008000,4
prestations,système,#008000,4
prestations,pénibilité,#008000,2
prestations,l'âge,#008000,2
prestations,seul,#008000,2
prestations,critère,#008000,2
prestations,une,#008000,3
prestations,politique,#008000,3
prestations,mise,#008000,2
prestations,oeuvre,#008000,2
prestations,absolument,#008000,4
prestations,accompagnée,#008000,2
prestations,coaching,#008000,2
prestations,revenir,#008000,2
prestations,mesure,#008000,2
prestations,contrôles,#008000,2
prestations,produits,#008000,2
prestations,etc,#008000,3
prestations,baisser,#008000,4
prestations,impôts,#008000,5
prestations,c'est,#008000,3
prestations,génère,#008000,2
prestations,inégalités,#008000,2
prestations,neuchâtel,#008000,2
prestations,lorsqu'on,#008000,2
prestations,entreprises,#008000,2
prestations,niveau,#008000,2
prestations,réduction,#008000,5
prestations,retraite,#008000,2
prestations,carte,#008000,2
prestations,travail,#008000,2
prestations,sociales,#008000,2
prestations,soutiens,#008000,2
prestations,main,#008000,3
prestations,droite,#008000,2
prestations,contre,#008000,2
prestations,familles,#008000,2
prestations,nombreuses,#008000,2
prestations,jeunes,#008000,2
prestations,jusqu'à,#008000,2
prestations,25,#008000,2
prestations,cas,#008000,2
prestations,enfants,#008000,2
prestations,aides,#008000,2
prestations,écologiques,#008000,2
prestations,uniquement,#008000,2
prestations,d'une,#008000,2
prestations,vaut,#FF0000,2
prestations,mieux,#FF0000,2
prestations,familles,#FF0000,4
prestations,revenus,#FF0000,2
prestations,complémentaires,#FF0000,3
prestations,plutôt,#FF0000,3
prestations,plus,#FF0000,5
prestations,n'est,#FF0000,2
prestations,certaines,#FF0000,2
prestations,question,#FF0000,2
prestations,qualité,#FF0000,6
prestations,faut,#FF0000,6
prestations,bas,#FF0000,2
prestations,lorsque,#FF0000,2
prestations,cantons,#FF0000,4
prestations,communes,#FF0000,2
prestations,coûts,#FF0000,2
prestations,sociales,#FF0000,2
prestations,impôts,#FF0000,2
prestations,l'école,#FF0000,3
prestations,publiques,#FF0000,2
prestations,population,#FF0000,2
prestations,baisse,#FF0000,2
prestations,financement,#FF0000,3
prestations,baisses,#FF0000,3
prestations,la,#FF0000,2
prestations,nuance,#FF0000,2
prestations,compensations,#FF0000,2
prestations,peuvent,#FF0000,2
prestations,négociées,#FF0000,2
prestations,prestations,#FF0000,2
prestations,formation,#FF0000,2
prestations,qu'il,#FF0000,2
prestations,moyens,#FF0000,2
prestations,familles,#800080,2
prestations,enfants,#800080,3
prestations,faut,#800080,3
prestations,éviter,#800080,3
prestations,qu'il,#800080,2
prestations,hôpitaux,#800080,3
prestations,plus,#800080,2
prestations,médicales,#800080,3
prestations,probablement,#800080,2
prestations,méthodes,#800080,2
prestations,reconnues,#800080,2
prestations,utiles,#800080,2
prestations,doivent,#800080,2
prestations,partie,#800080,2
prestations,l'assurance,#800080,2
prestations,via,#800080,2
prestations,complémentaire,#800080,2
prestations,selon,#800080,2
prestations,choix,#800080,2
prestations,patient,#800080,2
prestations,non,#800080,2
prestations,parents,#00FF00,2
prestations,suisse,#00FF00,2
cantonales,autorités,#FF5733,2
cantonales,cantons,#FF5733,2
cantonales,faut,#00FFFF,3
cantonales,combattre,#00FFFF,2
cantonales,autrement,#00FFFF,2
cantonales,effets,#00FFFF,2
cantonales,seuil,#00FFFF,2
cantonales,l'aide,#00FFFF,2
cantonales,sociale,#00FFFF,2
cantonales,solutions,#00FFFF,2
cantonales,possibles,#00FFFF,2
cantonales,déjà,#00FFFF,2
cantonales,mises,#00FFFF,2
cantonales,place,#00FFFF,2
cantonales,a,#00FFFF,2
cantonales,terme,#00FFFF,2
cantonales,taux,#00FFFF,2
cantonales,rester,#00FFFF,2
cantonales,soins,#00FFFF,2
cantonales,réfléchir,#00FFFF,2
cantonales,audelà,#00FFFF,2
cantonales,frontières,#00FFFF,2
cantonales,devons,#00FFFF,2
cantonales,d'intégration,#00FFFF,2
cantonales,communes,#800080,2
cantonales,plus,#800080,4
cantonales,peine,#800080,2
cantonales,maîtriser,#800080,2
cantonales,budget,#800080,2
cantonales,tant,#800080,2
cantonales,impositions,#800080,2
cantonales,fortes,#800080,2
cantonales,réforme,#800080,2
cantonales,l'avantage,#800080,2
cantonales,conduire,#800080,2
cantonales,diminution,#800080,2
cantonales,significative,#800080,2
cantonales,l'imposition,#800080,2
efficaces,plus,#00FFFF,2
efficaces,soins,#00FFFF,2
efficaces,plus,#008000,2
efficaces,mesures,#008000,4
efficaces,mieux,#008000,2
efficaces,c'est,#008000,2
efficaces,d'autres,#008000,2
efficaces,besoin,#008000,2
efficaces,faut,#FF0000,2
efficaces,l'argent,#FF0000,2
efficaces,public,#FF0000,2
efficaces,proximité,#FF0000,2
efficaces,doivent,#FF0000,2
efficaces,aujourd'hui,#800080,2
efficaces,plus,#800080,2
efficaces,sceptiques,#800080,2
efficaces,impératif,#800080,2
efficaces,schengen,#800080,2
efficaces,rétablir,#800080,2
efficaces,contrôles,#800080,2
efficaces,importants,#800080,2
efficaces,frontières,#800080,2
efficaces,lier,#800080,2
efficaces,l'aide,#800080,2
efficaces,développement,#800080,2
efficaces,prise,#800080,2
efficaces,charge,#800080,2
efficaces,réfugiés,#800080,2
c'est,décider,#FFFF00,2
c'est,garder,#FFFF00,2
c'est,plus,#FFFF00,4
c'est,pays,#FFFF00,2
c'est,faut,#FFFF00,3
c'est,rester,#FFFF00,2
c'est,notion,#FFFF00,2
c'est,cantons,#FFFF00,2
c'est,question,#FFFF00,3
c'est,confédération,#FFFF00,2
c'est,l'égalité,#FFFF00,3
c'est,chances,#FFFF00,3
c'est,cas,#FFFF00,3
c'est,symbole,#FFFF00,2
c'est,personnel,#FFFF00,2
c'est,traitement,#FFFF00,4
c'est,égal,#FFFF00,2
c'est,égaux,#FFFF00,2
c'est,c'est,#FFFF00,2
c'est,différentié,#FFFF00,2
c'est,condition,#FF5733,2
c'est,moment,#FF5733,2
c'est,recherche,#FF5733,2
c'est,fondamentale,#FF5733,2
c'est,politique,#FF5733,2
c'est,enfants,#FF5733,4
c'est,suisse,#FF5733,2
c'est,doivent,#FF5733,4
c'est,les,#FF5733,2
c'est,parents,#FF5733,4
c'est,vivre,#FF5733,2
c'est,consommation,#FF5733,3
c'est,vraiment,#FF5733,2
c'est,salubre,#FF5733,2
c'est,campagnes,#FF5733,2
c'est,loyers,#FF5733,2
c'est,prix,#FF5733,2
c'est,terrain,#FF5733,2
c'est,modérés,#FF5733,2
c'est,c'est,#FF5733,8
c'est,qu'idéalement,#FF5733,2
c'est,faut,#FF5733,6
c'est,indispensable,#FF5733,2
c'est,pays,#FF5733,4
c'est,important,#FF5733,2
c'est,femmes,#FF5733,2
c'est,décision,#FF5733,2
c'est,dépend,#FF5733,2
c'est,principe,#FF5733,2
c'est,subsidiarité,#FF5733,2
c'est,suivi,#FF5733,2
c'est,proximité,#FF5733,3
c'est,clé,#FF5733,2
c'est,voûte,#FF5733,2
c'est,willensnation,#FF5733,3
c'est,simple,#FF5733,3
c'est,signe,#FF5733,3
c'est,respect,#FF5733,3
c'est,autres,#FF5733,3
c'est,langues,#FF5733,2
c'est,protéger,#FF5733,2
c'est,marché,#FF5733,3
c'est,l'électricité,#FF5733,2
c'est,bien,#FF5733,2
c'est,première,#FF5733,3
c'est,nécessité,#FF5733,2
c'est,utopique,#FF5733,2
c'est,40,#FF5733,2
c'est,d'aide,#FF5733,2
c'est,jeunes,#FF5733,2
c'est,la,#FF5733,2
c'est,décider,#FF5733,2
c'est,charge,#FF5733,2
c'est,peutêtre,#FF5733,2
c'est,noir,#FF5733,2
c'est,l'enfant,#FF5733,4
c'est,travail,#FF5733,3
c'est,maintien,#FF5733,2
c'est,autant,#FF5733,2
c'est,cantons,#FF5733,2
c'est,responsabiliser,#FF5733,2
c'est,travailler,#FF5733,2
c'est,200,#FF5733,2
c'est,place,#FF5733,2
c'est,beaucoup,#0000FF,2
c'est,vie,#0000FF,3
c'est,d'autres,#0000FF,2
c'est,différents,#0000FF,2
c'est,d'intégration,#0000FF,2
c'est,déjà,#0000FF,2
c'est,bénéfices,#0000FF,2
c'est,société,#0000FF,2
c'est,malsain,#0000FF,2
c'est,vouloir,#0000FF,2
c'est,uniquement,#0000FF,2
c'est,pousser,#0000FF,2
c'est,indicateur,#0000FF,2
c'est,économique,#0000FF,2
c'est,c'est,#0000FF,2
c'est,marché,#0000FF,2
c'est,mesures,#00FFFF,3
c'est,doivent,#00FFFF,5
c'est,moyen,#00FFFF,5
c'est,place,#00FFFF,2
c'est,éviter,#00FFFF,3
c'est,l'immigration,#00FFFF,2
c'est,situation,#00FFFF,2
c'est,autant,#00FFFF,2
c'est,familles,#00FFFF,2
c'est,vie,#00FFFF,7
c'est,enfants,#00FFFF,3
c'est,choix,#00FFFF,5
c'est,d'avoir,#00FFFF,4
c'est,qu'il,#00FFFF,3
c'est,dépend,#00FFFF,3
c'est,handicap,#00FFFF,2
c'est,question,#00FFFF,11
c'est,permet,#00FFFF,2
c'est,suivre,#00FFFF,2
c'est,programme,#00FFFF,2
c'est,scolaire,#00FFFF,2
c'est,classique,#00FFFF,2
c'est,envisageable,#00FFFF,2
c'est,plus,#00FFFF,10
c'est,prognostic,#00FFFF,2
c'est,négatif,#00FFFF,2
c'est,privilégie,#00FFFF,2
c'est,liberté,#00FFFF,3
c'est,couples,#00FFFF,2
c'est,l'expérience,#00FFFF,4
c'est,parentalité,#00FFFF,2
c'est,dira,#00FFFF,2
c'est,l'intérêt,#00FFFF,2
c'est,l'enfant,#00FFFF,4
c'est,prime,#00FFFF,3
c'est,faudraitil,#00FFFF,2
c'est,démontrer,#00FFFF,2
c'est,l'etat,#00FFFF,3
c'est,protège,#00FFFF,2
c'est,rapport,#00FFFF,6
c'est,pression,#00FFFF,3
c'est,fiscale,#00FFFF,2
c'est,n'est,#00FFFF,3
c'est,acceptable,#00FFFF,2
c'est,mariage,#00FFFF,2
c'est,fiscalement,#00FFFF,2
c'est,pénalisé,#00FFFF,2
c'est,niveau,#00FFFF,3
c'est,cantons,#00FFFF,15
c'est,baisses,#00FFFF,2
c'est,nécessaires,#00FFFF,3
c'est,genève,#00FFFF,8
c'est,baisse,#00FFFF,3
c'est,fiscalité,#00FFFF,4
c'est,fortune,#00FFFF,4
c'est,revenus,#00FFFF,2
c'est,existe,#00FFFF,2
c'est,suisse,#00FFFF,19
c'est,s'il,#00FFFF,2
c'est,remplace,#00FFFF,2
c'est,histoire,#00FFFF,2
c'est,problème,#00FFFF,3
c'est,bien,#00FFFF,7
c'est,évaluer,#00FFFF,2
c'est,conséquences,#00FFFF,2
c'est,financières,#00FFFF,2
c'est,introduire,#00FFFF,2
c'est,autres,#00FFFF,3
c'est,beznau,#00FFFF,2
c'est,1,#00FFFF,2
c'est,2,#00FFFF,2
c'est,gösgen,#00FFFF,2
c'est,leibstadt,#00FFFF,2
c'est,restent,#00FFFF,2
c'est,activité,#00FFFF,2
c'est,ainsi,#00FFFF,3
c'est,tant,#00FFFF,3
c'est,critères,#00FFFF,2
c'est,sécurité,#00FFFF,6
c'est,remplis,#00FFFF,2
c'est,faut,#00FFFF,14
c'est,obstacles,#00FFFF,2
c'est,lacustres,#00FFFF,2
c'est,traversée,#00FFFF,2
c'est,lac,#00FFFF,2
c'est,qu'a,#00FFFF,2
c'est,trous,#00FFFF,2
c'est,alpes,#00FFFF,5
c'est,particulièrement,#00FFFF,2
c'est,important,#00FFFF,2
c'est,contournement,#00FFFF,2
c'est,saturé,#00FFFF,2
c'est,temps,#00FFFF,2
c'est,besoins,#00FFFF,2
c'est,questions,#00FFFF,2
c'est,d'intégration,#00FFFF,3
c'est,compétence,#00FFFF,5
c'est,compte,#00FFFF,4
c'est,commune,#00FFFF,2
c'est,cas,#00FFFF,5
c'est,volonté,#00FFFF,2
c'est,peuple,#00FFFF,2
c'est,cantonale,#00FFFF,7
c'est,selon,#00FFFF,3
c'est,canton,#00FFFF,4
c'est,pouvoir,#00FFFF,2
c'est,décider,#00FFFF,4
c'est,l'état,#00FFFF,2
c'est,mettre,#00FFFF,5
c'est,pays,#00FFFF,3
c'est,dire,#00FFFF,2
c'est,droit,#00FFFF,4
c'est,non,#00FFFF,5
c'est,prendre,#00FFFF,4
c'est,santé,#00FFFF,2
c'est,tâche,#00FFFF,5
c'est,peuvent,#00FFFF,3
c'est,protection,#00FFFF,2
c'est,libre,#00FFFF,2
c'est,commerce,#00FFFF,2
c'est,lutter,#00FFFF,4
c'est,pris,#00FFFF,2
c'est,contre,#00FFFF,5
c'est,petit,#00FFFF,2
c'est,nombre,#00FFFF,2
c'est,système,#00FFFF,3
c'est,judiciaire,#00FFFF,3
c'est,fonctionne,#00FFFF,3
c'est,s'en,#00FFFF,2
c'est,retirer,#00FFFF,2
c'est,service,#00FFFF,2
c'est,jeunes,#00FFFF,2
c'est,permettre,#00FFFF,2
c'est,réseau,#00FFFF,5
c'est,nécessaire,#00FFFF,2
c'est,crée,#00FFFF,4
c'est,inégalité,#00FFFF,4
c'est,traitement,#00FFFF,5
c'est,migrants,#00FFFF,4
c'est,arrivent,#00FFFF,4
c'est,légalement,#00FFFF,4
c'est,complémentaire,#00FFFF,5
c'est,aider,#00FFFF,4
c'est,provenant,#00FFFF,5
c'est,régions,#00FFFF,5
c'est,crise,#00FFFF,4
c'est,cependant,#00FFFF,6
c'est,solution,#00FFFF,10
c'est,absolument,#00FFFF,4
c'est,il,#00FFFF,2
c'est,déjà,#00FFFF,5
c'est,d'autres,#00FFFF,3
c'est,mots,#00FFFF,2
c'est,n'y,#00FFFF,3
c'est,trafic,#00FFFF,2
c'est,durable,#00FFFF,5
c'est,routier,#00FFFF,4
c'est,efficace,#00FFFF,4
c'est,c'est,#00FFFF,12
c'est,nouvelle,#00FFFF,2
c'est,possible,#00FFFF,5
c'est,goulets,#00FFFF,2
c'est,d'étranglement,#00FFFF,3
c'est,personnelle,#00FFFF,2
c'est,si,#00FFFF,4
c'est,veulent,#00FFFF,2
c'est,confédération,#00FFFF,2
c'est,langue,#00FFFF,2
c'est,nationale,#00FFFF,4
c'est,longtemps,#00FFFF,3
c'est,l'école,#00FFFF,2
c'est,oui,#00FFFF,8
c'est,bénéfices,#00FFFF,2
c'est,économiques,#00FFFF,2
c'est,également,#00FFFF,2
c'est,d'un,#00FFFF,5
c'est,voir,#00FFFF,3
c'est,l'exemple,#00FFFF,2
c'est,colorado,#00FFFF,2
c'est,mort,#00FFFF,2
c'est,purement,#00FFFF,2
c'est,s'agit,#00FFFF,2
c'est,d'une,#00FFFF,2
c'est,cohésion,#00FFFF,3
c'est,augmenter,#00FFFF,2
c'est,recherche,#00FFFF,3
c'est,raisonnable,#00FFFF,2
c'est,touristiques,#00FFFF,2
c'est,devoirs,#00FFFF,2
c'est,revanche,#00FFFF,2
c'est,toujours,#00FFFF,2
c'est,nouvelles,#00FFFF,2
c'est,bénéficiaires,#00FFFF,3
c'est,communes,#00FFFF,2
c'est,faudrait,#00FFFF,2
c'est,réfléchir,#00FFFF,3
c'est,régionales,#00FFFF,2
c'est,entre,#00FFFF,2
c'est,d'en,#00FFFF,2
c'est,neuchâteloise,#00FFFF,2
c'est,certaine,#00FFFF,2
c'est,irréaliste,#00FFFF,2
c'est,accords,#00FFFF,2
c'est,souhaitent,#00FFFF,2
c'est,budget,#00FFFF,2
c'est,tel,#00FFFF,3
c'est,l'intégration,#00FFFF,2
c'est,risque,#00FFFF,3
c'est,boomer,#00FFFF,2
c'est,vital,#00FFFF,2
c'est,réponse,#00FFFF,3
c'est,l'égalité,#00FFFF,2
c'est,priori,#00FFFF,2
c'est,économique,#00FFFF,3
c'est,territoire,#00FFFF,2
c'est,l'agriculture,#00FFFF,2
c'est,suite,#00FFFF,2
c'est,femme,#00FFFF,2
